1	9787010121208	侵权法上的作为义务研究	苏艳英	人民出版社	2013	17.9	17
601	9787300055015	短期目标	（美）查克・马丁	中国人民大学出版社	2004-9	48	48
602	9787300057590	文化与变革	孙震/等译	中国人民大学出版社	2004-8	20	20
603	9787300060002	中国人民大学徐悲鸿艺术学院2004届毕业生作品集	徐庆平/编	人民大学	2004-1	108	108
604	9787300066158	地籍管理的原理与方法	谭峻	中国人民大学出版社	2005-8	22	22
605	9787300069838	公务员礼仪	金正昆	人民大学	2006-3	25	25
606	9787300074283	供应链管理实务	特里·P·哈里森等	人民大学	2006-7	29	29
607	9787300077093	新企业会计准则	戴德明	中国人民大学出版社	2007-3	65	65
608	9787300086651	PLIP时代	（法）雅科米	中国人民大学出版社	2007	25.8	25
609	9787300087368	中国经济发展中的资本问题研究	王佩真	人民大学	2007-12	39	39
610	9787300095684	经济增长的道德意义	本杰明·M·弗里德曼 (Benjamin M.Friedman)	中国人民大学出版社	2008-10	55	55
611	9787300098418	施罗德运营管理	罗杰·G·施罗德	中国人民大学	2009-1	79.8	79
612	9787300105000	MBA联考英语词汇实战指南	成芬	中国人民大学出版社	2009-5	49	49
613	9787300113364	清代社会的贱民等级	经君健	中国人民大学出版社	2009-11-1	29.8	29
614	9787300115962	理解资本主义 （第3版）	弗兰克·罗斯福	中国人民大学出版社	2010-1	66	66
615	9787300128573	新托福高分阅读	李秋/编	中国人民大学出版社	2011-1	45	45
616	9787300134017	公共关系学教程	齐小华	中国人民大学出版社	2011-4	42	42
617	9787300135205	跨媒体传播基础教程	赵云泽/编	中国人民大学出版社	2011-5	29.8	29
618	9787300148373	金融风险管理师考试手册	菲利普·乔瑞	中国人民大学出版社	2012-2	168	168
619	9787300157337	清代前中期黄庭坚诗接受史研究	陈伟文	中国人民大学出版社	2012-5	28	28
620	9787300161655	在一颗名叫哈姆莱特的星下	王家新	中国人民大学出版社	2012-9	35	35
621	9787300166216	战略管理	[美]罗伯特·E·霍斯基森	中国人民大学出版社	2012-12-1	59	59
622	9787300168388	中国传统哲学通论	宋志明	中国人民大学出版社	2013-1	36	36
623	9787300174846	经济管理类课程教材·税收系列：税法	梁俊娇 孙亦军	中国人民大学出版社	2013	31.5	31
624	9787300189178	计算机应用基础（windows XP版）/中等职业教育规划教材	范绍昌 阮丽纳 林惠玲	中国人民大学出版社	2014	29.5	29
625	9787300193489	金融工程学原理	萨利赫·N·内夫特奇	中国人民大学出版社	2014-6	88	88
626	9787300197395	页岩革命	【美】格雷戈里•祖克曼	中国人民大学出版社	2014-9	49	49
627	9787300206257	现代时间序列分析导论	乌沃·哈斯勒	中国人民大学出版社	2015-4	39.8	39
628	9787300212517	银行大堂服务/中等职业学校金融事务专业课程改革创新系列教材	侯庆辉	中国人民大学出版社	2015	19.8	19
629	9787300218090	中国税制/全国会计领军人才丛书·会计系列	曹越、谭光荣、曹燕萍	中国人民大学出版社	2015	50.4	50
630	9787300226187	2017年考研政治理论复习导本	李淮春	中国人民大学出版社	2016	47.9	47
631	9787300228969	开始写吧！——推理小说创作	雪莉·艾利斯劳丽·拉姆森	中国人民大学出版社	2016-7-1	45	45
632	9787300232324	亚里士多德全集	[古希腊]亚里士多德（Αριστοτέλης）	中国人民大学出版社	2016-8	880	880
633	9787300236056	现代应用文书写作(第5版21世纪高职高专规划教材)/公共课系列	编者:杨文丰	中国人民大学	2017-03-01	39.8	39
634	9787300240671	中共党史人物传	中国中共党史人物研究会	中国人民大学出版社	2017	52	52
635	9787300240985	中共党史人物传	中国中共党史人物研究会	中国人民大学出版社	2017	64	64
636	9787300243979	新三板挂牌融资法律业务培训手册	张雷、平云旺	中国人民大学出版社	2017	48	48
637	9787300256962	新 环境保护法 四个配套办法实施与适用评估报告（2015-2017年）	竺效	中国人民大学出版社	2018	60	60
638	9787301032275	软件工程	王立福、麻志毅、张世琨/编著	北京大学出版社	2002-3	29	29
639	9787301034453	潘光旦文集	潘乃和等	北京大学出版社	1997-1	35	35
640	9787301055977	微积分	曹镇潮	北京大学出版社	2009-8	32	32
641	9787301067567	如何进行生产作业管理	陈红	北京大学出版社	2004-1-1	32	32
642	9787301075517	英国城市发展的理论与实践及对深圳的借鉴	胡细银	北京大学出版社	2004-4	25	25
643	9787301080948	文学阅读学	龙协涛	北京大学出版社	2004-11	22	22
644	9787301083635	简明大学物理（上册）	盛嘉茂	北京大学出版社	2005-2	23	23
645	9787301084526	解放	方文军	北京大学出版社	2005-5-1	26.8	26
646	9787301086193	区域安排法律问题研究	王贵国/编	北京大学出版社	2004-1	25	25
647	9787301087343	网络技术与教育技术	缪蓉	北京大学出版社	2005-7	19	19
648	9787301088111	经济全球化与中国特色社会主义	黄宗良等编	北京大学出版社	2005-4	28	28
649	9787301089088	整合与颠覆	赵勇	北京大学出版社	2005-6-1	32	32
650	9787301093108	这样管理最有效	杨台轩	北京大学出版社	2005-11	28	28
651	9787301094778	中华文化承传（共4册）	施仲谋主编	北京大学出版社	2006-1	200	200
652	9787301102824	王蒙小说文体研究	郭宝亮	北京大学出版社	2006-1	22	22
653	9787301104217	仲裁法学	崔卓兰	北京大学出版社	2006-1	13	13
654	9787301104439	综合布线技术教程与实训	刘省贤	北京大学出版社发行部（电子）	2006-1	33	33
655	9787301110492	电工电子基本技能实训	金仁贵	北京大学出版社	2006-9	29	29
656	9787301111505	证券法学	刘黎明/主编	北京大学	2006-10	28	28
657	9787301113189	黄金心态	宋振杰	北京大学出版社	2007	20	20
658	9787301126332	国际贸易与国际收支	Ronald Jones	北京大学	2007-8	68	68
659	9787301126783	科学社会主义理论与实践	岳川夫等	北京大学出版社	2007-9	39	39
660	9787301128282	文献资源发展政策研究	戴龙基	北京大学	2007-10	36	36
661	9787301133125	破产欺诈法律规制研究	张艳丽	北京大学出版社	2008-1	38	38
662	9787301138465	刑事审判前沿问题思考	刘树德 于同志	北京大学出版社	2008-7	49	49
663	9787301142202	辉煌与成熟	张帆	北京大学	2009-1	25	25
664	9787301144626	材料力学	陈忠安 王静	北京大学出版社	2009-1	30	30
665	9787301145364	管理会计	[美] (Don R.Hasen）唐 -汉森	北京大学出版社	2008-11	79	79
666	9787301147573	哈佛规则	理查德·布瑞德利	北京大学出版社	2009-1	48	48
667	9787301154151	财务分析教程	朱学义 李文美 刘建勇 朱亮峰	北京大学出版社	2009-7	45	45
668	9787301161234	日文报刊文章选读	刘振泉、刘浩	北京大学出版社	2011-1	26	26
669	9787301165010	蔡元培与现代中国	蔡元培研究会/编	北京大學出版社	2010-1	53	53
670	9787301172667	英汉对比法律语言学	宋雷//张绍全	北京大学	2010-6	32	32
671	9787301175583	东方智慧	辜鸿铭	北京大学出版社	2010-8-1	34	34
672	9787301188477	文学与美国的大学	【美】欧文·白璧德	北京大学出版社	2011-5	28	28
673	9787301194164	中国大学校长演讲录·毕业篇	潘鸿雁	北京大学	2011-8	32	32
674	9787301198940	大学物理通用教程.电磁学	陈秉乾、王稼军	北京大学出版社	2012-2	25	25
675	9787301203972	生命，如何作答	彼得·辛格	北京大学出版社	2012-5-1	35	35
676	9787301204597	模拟导游实务	王延君/编	北京大学出版社	2012-6	25	25
677	9787301205143	水利社会的类型	张俊峰	北京大学出版社	2012-5	44	44
678	9787301207222	大学英语教程	余素青	北京大学出版社有限公司	2012-6	28	28
679	9787301210758	穿越后现代	邵亦杨	北京大学出版社	2012-10	42	42
680	9787301214213	翰墨荟萃	上海博物馆	北京大学出版社	2012-10-29	120	120
681	9787301226612	春心无处不飞悬	张继青	北京大学出版社	2013-10	46	46
682	9787301228081	生旦净末丑的乾坤:梨花带雨(第2版)	谭帆 , 徐坤	北京大学出版社	2013-11	56	56
683	9787301242766	北大讲座精华集（经济）	阮草	北京大学出版社	2014	51.2	51
684	9787301252154	法律援助“三项标准”规范性文件汇编	司法部	北京大学出版社	2014	31	31
685	9787301257241	文化产业导论	向勇	北京大学出版社	2015-2	54	54
686	9787301258682	知识产权法学	杜颖	北京大学出版社	2015	39.3	39
687	9787301266472	中国早期戏曲生成史论	赵兴勤	北京大学出版社	2015-12	78	78
688	9787301266687	儒家精神取向的当代价值	杜维明	北京大学出版社	2016-4	45	45
689	9787301267011	托尔斯泰次子回忆录	[俄]伊·托尔斯泰	北京大学出版社	2016-3	45	45
690	9787301267950	社会工作导论	田奇恒	北京大学出版社	2016	35	35
691	9787301284209	机械制造技术基础（第2版）	李菊丽、郭华锋	北京大学出版社	2017	48.5	48
692	9787301288467	主权债务关系的跨国法治研究	郭华春	北京大学出版社	2017	38	38
693	9787301291023	反腐败与中国廉洁政治建设研究报告（Ⅳ）	商红日、张惠康	北京大学出版社	2017	45.7	45
694	9787301294482	北大校长与中国文化（第三版）	汤一介/编	北京大学出版社	2018-6	49	49
695	9787302022176	电子技术改造传统产业概论	冯辛安	清华大学出版社	1996-08	20	20
696	9787302024491	现代汽车维修 第三册--电气与电控	田炜	清华大学出版社	1997-04	8.5	8
697	9787302024606	远大前程	杨慎生	清华大学出版社	1997-02	4.8	4
698	9787302030096	数据库系统原理教程	陈红	清华大学出版社	1998-07	18.5	18
699	9787302033844	现场总线技术及其应用	阳宪惠	清华大学出版社	1999-06	36	36
700	9787302035763	Windows NT系统安全实用技术	高鹏	清华大学出版社	1999-10	27	27
701	9787302056775	2003MBA联考清华辅导教材	谷衍奎	清华大学出版社	2002-08-01	34	34
702	9787302060505	通信网基本概念与主体结构	Indra widjaja	清华大学出版社	2003-6-1	68	68
703	9787302069140	Visual C++面向对象编程教程	王育坚	清华大学出版社	2003-9-1	35	35
704	9787302071358	探索与抉择	张德美	清华大学出版社	2003-1	28	28
705	9787302072591	材料力学	陈艳秋	清华大出版社	2004-1	24	24
706	9787302095613	系统工程引论	孙东川/编	清华大学出版社	2004-10	29	29
707	9787302103349	信息资源组织与管理	成卫	清华大学出版社	2005-3	29.8	29
708	9787302106487	Java语言编程基础教程	宋振会	清华大学出版社	2005-5	32	32
709	9787302108511	烧伤学临床新视野	郭振荣	清华大学出版社	2005-5	88	88
710	9787302109259	成本会计	乐艳芬	清华大学出版社	2005-7	29	29
711	9787302112037	计算机硬件基础课实验教程	冯一兵	清华大学出版社	2005-7	19	19
712	9787302117735	8051微控制器教程	麦肯锡	清华大学出版社	2005-12	39	39
713	9787302119647	让品牌为你打工	郭金龙	第1版 (2005年10月1日)	2005年10月1日	16	16
714	9787302122029	数字信号处理学习辅导	赵健/李毅/杨菊平编	清华大学出版社	2006-4	15	15
715	9787302123323	全国计算机等级考试真题（笔试+上机）	徐军	清华大学	2006-2	29	29
716	9787302124993	青少年信息学奥林匹克竞赛初级规范教程	滕伟	清华大学出版社	2006-4	32	32
717	9787302128687	网页设计三合一教程	王诚君	清华大学	2006-5	34	34
718	9787302130055	国家执业药师资格考试分级考点详解与练习	王金辉	清华大学	2006-6	80	80
719	9787302132394	一学就会魔法书	陈晓赟	第1版 (2006年7月1日)	2006-7	28	28
720	9787302140368	动画创作技法	孙立军,董立荣	清华	2007-1	48	48
721	9787302143888	民法学	马俊驹	清华大学	2007-2	49.8	49
722	9787302144649	Oracle数据库管理及应用开发教程	吴京慧，杜宾，杨波/编著	清华大学	2007-2	39	39
723	9787302152170	动漫色彩构成	陈伟	清华大学	2007-8	42	42
724	9787302157700	经济数学	张杰明	清华大学	2007-8	37	37
725	9787302169994	就这么简单	向怡宁	清华大学出版社	2008-06-01	79	79
726	9787302171324	Matlab/Simulink通信系统建模与仿真实例分析	邵玉斌/编	清华大学	2008-6	39	39
727	9787302186328	航空货运代理实务	谢春讯//李智忠//徐阳	清华大学	2008-11	36	36
728	9787302190646	UG NX 6产品造型设计实例详解	铭卓设计	清华大学出版社	2009-3	55	55
729	9787302208112	巴黎圣母院	雨果	清华大学	2010-2	66	66
730	9787302208822	Adobe AIR范例精解	赖特、安德森、莱夫齐勒、吴集、蒋平	清华大学出版社	2009-9	59.8	59
731	9787302208952	CorelDRAW X4中文版入门与提高	王海峰//李绍勇//刘晶	清华大学	2009-9	55	55
732	9787302215363	精通SPSS统计分析	倪雪梅	清华大学	2010-3	49	49
733	9787302224396	动画剧本创作及赏析	王钢、张波	清华大学出版社	2010-6	40	40
734	9787302242505	OCP/OCA认证考试指南全册	(美)若克莱斯//布里拉|译者:宁洪//吴云洁//李梦汶	清华大学	2011-1	99.8	99
735	9787302243229	计算机接口与通信实验教程	傅翠娇、曹庆华	清华大学出版社	2011-4	20	20
736	9787302246770	零基础学出纳	孙肸//王莎	清华大学	2011-4	29.8	29
737	9787302249221	纳税模拟	梁红霞	清华大学出版社	2011-4	32	32
738	9787302254942	现代小学数学课程教学的基本原理与方法	刘朝晖、黄黎明	清华大学出版社	2011-7	49	49
739	9787302261421	Siemens NX 7.0中文版CAD/CAE/CAM高级教程	齐从谦、王士兰	清华大学出版社	2012-1	35	35
740	9787302265450	色彩	张虹	清华大学出版社	2011-9-1	68	68
741	9787302271154	信息安全工程	([英]安德森(Anderson, R. )	清华大学出版社	2012-1	80	80
742	9787302271895	全国专业技术人员计算机应用能力考试标准教程	全国专业技术人员计算机应用能力考试命题研究组	清华大学	2012-1	39.5	39
743	9787302273967	中国车用能源技术路线全生命周期分析	欧训民、张希良	清华大学出版社	2011-11	50	50
744	9787302283775	无线传感器网络技术导论	王汝传、孙力娟、肖甫	清华大学出版社	2012-11	25	25
745	9787302298298	证券市场基础知识	学习考试用书研发中心	清华大学出版社	2012-12	38	38
746	9787303067657	7~14岁儿童生活价值训练广场	戴安·泰尔曼	北京师大	2004-3	26	26
747	9787303091164	现代企业管理	杨军	北京师大	2008-2	31	31
748	9787303097821	体育教学内容选编技巧与案例	毛振明、于素梅	北京师范大学出版社	2009-2	24	24
749	9787303104994	中国影像志（电视剧卷）	梁振华/编	北京師範大學出版社	2010-1	39.8	39
750	9787303105199	环境模拟数值方法	陈家军 王烜	北京师范大学出版社	2010-2	33	33
751	9787303111114	中学化学教学论	梁永平/编	北京师大	2010-9	32	32
752	9787303113019	财务管理新教程	张大田、杨淑娥	北京师范大学出版社	2010-8	32.8	32
753	9787303114115	旅游礼仪	路银芝、王中雨	北京师范大学出版社	2010-8	19	19
754	9787303129041	新闻理论基础与实战练习	阴艳 张慧娟 北京师范大学	北京师范大学出版社	2011-10	25	25
755	9787303134939	诗歌卷-郑敏文集（全二册）	章燕 郑敏	北京师范大学出版社	2012-4	158	158
756	9787303174003	灯塔的光	曹利群	北京师范大学出版社	2014-1-1	35	35
757	9787303194964	北京师范大学数学学科创建百年纪念文集	李仲来	北京师范大学出版社	2015	49.5	49
758	9787303209101	精益求精:教学技能的提升	周慧	北京师范大学出版社	2016	31.7	31
759	9787303219544	中小学起始年级班主任工作实用手册/班主任专业发展丛书	耿申	北京师范大学出版社	2017	21.6	21
760	9787303226863	网络教学设计与评价	尹睿	北京师范大学出版社	2018-1	39.6	39
761	9787303232185	群氓心理学	勒庞 陈璞君	北京师范大学出版社	2018	34.5	34
762	9787304024864	岩土力学	刘汉东/编	中央广播电视大学出版社	2003-11	29	29
763	9787304066024	舌尖上的民国	邹婧	中央广播电视大学出版社	2014-8-1	25	25
764	9787304081539	梦工厂电影小说 极速蜗牛	梦工厂 国开童媒北京文化传媒公司	中央广播电视大学出版社	2017	11	11
765	9787305017971	杜甫评传	莫砺锋	南京大学出版社	1993-10	45	45
766	9787305019784	西方政治思想史	王振槐	南京大学出版社	1993-5	15	15
767	9787305044960	大学英语四级考试听力三级跳	思马得学校	南京大学	2005-8	10	10
768	9787305046858	金工实习	洪超	江苏南京大学	2006-2	39.8	39
769	9787305049903	国际贸易实务	李红/编	江苏南京大学	2007-2	32	32
770	9787305054976	美国	[法] 让·波德里亚	南京大学出版社	2011-10	28	28
771	9787305060397	洪秀全评传（上下册）	胡臣友	南京大学出版社	2011-4	67	67
772	9787305067587	学衡名家讲演录（第二卷）	孙江，王楠/编	南京大学出版社	2019-11	40	40
773	9787305071089	高中化学知识集锦	李国平	南京大学	2010-6	29.8	29
774	9787305112898	流传千年的北欧神话故事	钟怡阳/编著	南京大学出版社	2013-4	25	25
775	9787305121173	社交礼仪	张勤、蒋红梅、余芳	南京大学出版社	2013	25	25
776	9787305133718	法学实践教学系列丛书：模拟法庭教程	张明霞	南京大学出版社	2014	24.8	24
777	9787305145797	通大教育文库 初任教师支持体系建设研究	张建平	南京大学出版社	2015	26.4	26
778	9787305192531	武则天	林静薇	南京大学出版社	2017-8-1	15	15
779	9787305202018	医养结合与保险公司介入研究	杨波	南京大学出版社	2018	79.9	79
780	9787305222870	景观“文学”	[瑞士]樊尚·考夫曼	南京大学出版社	2019-9	58	58
781	9787306031327	哈贝马斯评传	陈勋武	中山大学	2008-10	32	32
782	9787306050175	财务分析	谭湘	中山大学出版社	2014	29.8	29
783	9787306054722	创新人才学概论	陈盛荣	中山大学出版社	2015-11	43	43
784	9787306060679	财务会计	谭湘	中山大学出版社	2017	38.2	38
785	9787306061065	类风湿 看名医	戴冽	中山大学出版社	2017	22.1	22
786	9787306066534	汉语音韵学	李新魁	中山大学出版社		78	78
787	9787306068200	功能语义视角下的英汉语篇研究	陈瑜敏	中山大学出版社	2020-4	35	35
788	9787307031517	信息资源管理	马费成,李纲,查先进	武汉大学出版社	2001-4	16	16
789	9787307031906	实践理性论	王炳书	武汉大学出版社	2002-3	15	15
790	9787307033443	数学物理方程	吴方同	武汉大学出版社	2001-11	10	10
791	9787307037298	第二次世界大战世界历史进程	韩永利/副	武汉大学出版社	2002-10	18	18
792	9787307053021	操作系统安全	贾春福,郑鹏	武汉大学出版社	2006-12	19	19
793	9787307053076	遥感图像解译	关泽群	武汉大学	2007-1	25	25
794	9787307061682	临床常见多发疾病护理常规	范湘鸿、何小俊、龚超	武汉大学出版社	2008-9	25	25
795	9787307062283	实用主义、逻辑实证主义及其他	涂纪亮	武汉大学出版社	2009-5	89	89
796	9787307071742	发展、人权与法治研究	汪习根/主编	武汉大学出版社	2011-9	38	38
797	9787307071773	大地测量学基础实践教程	郭际明/丁士俊/苏新洲/刘宗泉	武汉大学出版社	2009-12	18	18
798	9787307075825	法语口译笔记法实战指导	苏昉/编	武汉大学	2010-4	38	38
799	9787307076273	刑法同步辅导与案例集	康均心	武汉大学出版社	2011-6	28	28
800	9787307077461	俄罗斯短篇小说选读	刘永红/袁顺芝	武汉大学出版社	2010-11	57	57
801	9787307104013	武大国际法评论	武汉大学	武汉大学出版社	2012-12	50	50
802	9787307104266	空间数据库技术应用	陈国平	武汉大学出版社	2013-2	25	25
803	9787307133396	3S技术及其在水利工程施工与管理中的应用	杨东 张成长	中国林业出版社	2014	31.7	31
804	9787307156838	珞珈史苑·2014年卷	武漢大學歷史學院	武漢大學出版社	2015-4	68	68
805	9787307182240	哲学社会科学学术话语体系建设	全国高校社会科学	武汉大学出版社	2016	79.6	79
806	9787308021241	信息论及其应用	仇佩亮	浙江大学出版社	1999-7	11	11
807	9787308023252	中国红木杂件图鉴	余继明	浙江大学出版社	2001-01	45	45
808	9787308028240	脑功能原理	唐孝威	浙江大学出版社	2003-4	15	15
809	9787308033725	大学物理虚拟实验	陈红雨，潘正权编著	浙江大学出版社	2003-9	22	22
810	9787308038119	Pro/E软件应用	徐志扬主编	浙江大学出版社	2004-8	19	19
811	9787308040587	中国社会语言学	郭熙	浙江大学出版社	2004-12	23	23
812	9787308042031	新政治经济学评论（第1卷）	汪丁丁	浙江大学出版社	2005-4	39	39
813	9787308046299	旅游景区经营管理	周玲强	浙江大学出版社	2006-2	28	28
814	9787308046626	小学数学培优同步演练	骆国良	浙江大学出版社	2006-4	12	12
815	9787308046749	立竿见影	金功发	浙江大学出版社	2006-4	18	18
816	9787308047623	全新大学英语四级题型快速阅读理解	叶琴法/编	浙江大学出版社	2006-7	13	13
817	9787308049948	当代科技革命与马克思主义	张国清	浙江大学出版社	2006-1	26	26
818	9787308054690	内科疑难病与临床分析	厉有名	浙江大学	2007-8	42	42
819	9787308055963	文化安全	潘一禾	浙江大学	2007-1	26	26
820	9787308056892	现代遗传学概论	石春海	浙江大学出版社	2007-12	32	32
821	9787308063517	产业安全	李孟刚	浙江大学出版社	2008-12	32	32
822	9787308067188	毕业论文指导	郑刚强、阮爱君	浙江大学出版社	2009-5	27	27
823	9787308074537	金融业职员英语口语	刘延平//董亮	浙江大学出版社	2010-4	24	24
824	9787308074728	论人的理智能力	托马斯•里德	浙江大学出版社	2010.5	58	58
825	9787308076630	大学英语四级考试阅读理解120篇精粹	全国大学英语四六级考试命题研究组	浙江大学	2010-7	34	34
826	9787308080309	初中科学竞赛模拟训练卷	臧文彧	浙江大学	2010-10	13	13
827	9787308087360	与世界对话	郭亮	浙江大学出版社	2011-8	36	36
828	9787308100885	国际汉语教材的理念与教学实践研究	徐为民、何文潮 国际汉语教学学术研讨会	浙江大学出版社	2012-6-1	49	49
829	9787308113199	创新创业管理丛书·金融新服务开发：荷兰银行和保险公司实证研究	韦尔默朗、黄秋波、李靖华	浙江大学出版社	2013	36	36
830	9787308125611	产业集群内共同创造的发生机制与绩效影响研究	樊钱涛著	浙江大学出版社	2013	40	40
831	9787308147651	浙南摩崖石刻研究	徐文平	浙江大学出版社	2015-8-1	79	79
832	9787308161558	那些书和那些人	辛德勇	浙江大学出版社	2016-12-31	28	28
833	9787308164900	合同风险五把关	曾水深、曾子秋	浙江大学出版社	2018	29.5	29
834	9787308208604	许渊冲译莎士比亚戏剧集（第三卷）	（英）威廉•莎士比亚	浙江大学出版社	2020-12	82	82
835	9787309029963	债法概论	王全弟/编	复旦	2006-5	28	28
836	9787309032703	成功的6P真言	鲍勇剑,陈百助	复旦大学出版社	2002-08	22	22
837	9787309034493	大学英语四级考试考优突破	王忠樑编	复旦大学出版社	2003-1	21	21
838	9787309044447	解析中国民营电视	陆地	复旦大学出版社	2005-7	30	30
839	9787309046038	资产评估学	朱萍	复旦大学	2006-10	38	38
840	9787309048285	鲁迅评传	曹聚仁	复旦大学出版社	2006-1	38	38
841	9787309053425	越界水污染规制	曾文慧	复旦大学	2007-2	20	20
842	9787309054927	广播电视评论教程	仲富兰	复旦大学	2007-5	38	38
843	9787309063660	潜规则（修订版）	吴思	复旦大学出版社	2009-2	28	28
844	9787309065602	内科学	王吉耀/主编	复旦大学出版社	2009-5	36	36
845	9787309075809	国际商务英语	周维家//葛萍	复旦大学	2010-10	26	26
846	9787309113631	西方史学史散论	张广智/编	复旦大学出版社	2015-8-1	68	68
847	9787309120165	了解青光眼 战胜青光眼（第二版）	孔祥梅/主编	复旦大学出版社	2015	13	13
848	9787309125443	侵权责任法 博学法学系列	杨立新	复旦大学出版社	2016	45	45
849	9787309135428	复旦外国语言文学论丛 Fudan forum on foreign languages and literature	曲卫国 复旦大学	复旦大学出版社	2017	38	38
850	9787310024728	体育旅游	维德	南开大学出版社	2006-3	20	20
851	9787310038916	江泽民关于党的制度建设科学化的理论与实践研究	等	南开大学出版社	2012-5-1	38	38
852	9787310040360	神经创伤学新进展	张赛，李建国	南开大学出版社	2012-10	75	75
853	9787311011727	报告文学探论	陈进波	兰州大学出版社	1997-5	16.5	16
854	9787311029777	新田径竞赛规则与裁判方法	潘健	兰州大学出版社	2007年5月1日	29	29
855	9787312014796	茶叶化学	顾谦	中国科学技术大学出版社	2002-9	20	20
856	9787312016134	新编中文版CorelDRAW11实用教程/新编电脑系列实用教程丛书	西岭电脑工作室/编	安徽中国科技大学	2003-10	22	22
857	9787312017452	闲聊英语	张宏	中国科学技术大学出版社	2004-11	16.8	16
858	9787312021879	心理测量	竺培梁	安徽中国科技大学	2008-2	25	25
859	9787312024825	算两次	单壿	中国科大	2009-4	10	10
860	9787312030383	化学化工文献信息检索	李一梅、罗时忠、王银玲	中国科学技术大学出版社	2012-8	35	35
861	9787312040993	材料动力学	王礼立、胡时胜、杨黎明、董新龙	中国科学技术大学出版社	2017	36.6	36
862	9787312042508	科技竞赛论文写作	朱家明、刘家保	中国科学技术大学出版社	2017	36	36
863	9787313038593	盈利胜经	王方华/编	上海交通大学出版社	2005-1	30	30
864	9787313041166	图示常见交通事故分析101例	肖军	上海交通大学出版社	2005-9	30	30
865	9787313043900	英语专业四级新闻听力训练	常春藤英语考试研究组	上海交通大学出版社	2006-6	16	16
866	9787313044990	当代国际商务英语翻译	翁凤翔	上海交通大学出版社	2007-1	20	20
867	9787313045133	初中数学-一元二次方程精练800题	俞颂萱	上海交通大学出版社	2006-9	10.5	10
868	9787313047182	冲出题海	陈永明	上海交大	2007-4	22	22
869	9787313047458	吊舱推进技术	马骋/编	上海交通大学出版社	2007-5	28	28
870	9787313053251	现代服务英语	莫玉羚	上海交通大学出版社	2008-9	35	35
871	9787313055873	费曼	费曼、汪凯、刘中侠	上海交通大学出版社	2009-11	29	29
872	9787313085368	携手	俞勇	上海交通大学出版社	2012-6	68	68
873	9787313136886	尘封往事	罗震光	上海交通大学出版社	2015	37.2	37
874	9787313139009	创伤骨科诊疗策略(精)	王正祥	上海交大	2015-12-01	98	98
875	9787313141200	空间核动力	苏著亭、杨继材、柯国土	上海交通大学出版社	2016	109	109
876	9787313145796	基层法治建设理念读本	刘辉、姜永伟	上海交通大学出版社	2016	40.3	40
877	9787313159656	新马克思主义导引	[法]高宣扬	上海交通大学出版社	2017-1-1	79	79
878	9787313171870	休闲·旅游·民宿：观察与思考	楼嘉军、徐爱萍	上海交通大学出版社	2017	60.5	60
879	9787313180674	演员在成为演员之前：C306表演日志	于亚东/主编	上海交通大学出版社	2017	128	128
880	9787313186157	水产品质量安全可追溯治理研究	郑建明	上海交通大学出版社	2017	58.8	58
